Date	Open	High	Low	Close
Jan 18, 2018	1.02	1.04	1.00	1.02
Jan 17, 2018	1.03	1.07	0.997739	1.01
Jan 16, 2018	1.01	1.05	0.999001	1.03
Jan 15, 2018	1.02	1.02	1.00	1.01
Jan 14, 2018	1.00	1.04	1.00	1.02
Jan 13, 2018	1.00	1.01	0.996576	1.00
Jan 12, 2018	1.01	1.02	0.997711	1.01
Jan 11, 2018	0.999976	1.02	0.990198	1.00
Jan 10, 2018	1.01	1.01	0.996446	1.00
Jan 09, 2018	1.01	1.01	1.00	1.01
Jan 08, 2018	1.01	1.04	0.997617	1.01
Jan 07, 2018	1.01	1.02	0.998208	1.00
Jan 06, 2018	1.00	1.01	0.996847	1.01
Jan 05, 2018	1.00	1.01	0.985915	0.998634
Jan 04, 2018	1.01	1.02	0.993822	1.00
Jan 03, 2018	1.01	1.02	1.00	1.01
Jan 02, 2018	1.01	1.01	0.993250	1.00
Jan 01, 2018	1.01	1.02	1.00	1.01
Dec 31, 2017	1.02	1.02	1.00	1.01
Dec 30, 2017	1.01	1.03	0.992842	1.02
Dec 29, 2017	1.01	1.02	1.00	1.01
Dec 28, 2017	1.00	1.03	1.00	1.01
Dec 27, 2017	1.00	1.01	0.996458	1.00
Dec 26, 2017	1.01	1.02	0.998580	1.00
Dec 25, 2017	1.03	1.03	1.01	1.01
Dec 24, 2017	1.05	1.07	1.02	1.02
Dec 23, 2017	1.01	1.05	1.01	1.05
Dec 22, 2017	1.01	1.06	0.963089	1.02
Dec 21, 2017	1.00	1.04	0.993811	1.01
Dec 20, 2017	1.01	1.02	0.989079	1.00
Dec 19, 2017	1.01	1.03	0.996768	1.01
Dec 18, 2017	1.01	1.02	0.995740	1.01
Dec 17, 2017	1.01	1.02	1.00	1.01
Dec 16, 2017	1.02	1.02	1.00	1.01
Dec 15, 2017	1.01	1.02	0.995525	1.02
Dec 14, 2017	1.03	1.05	1.01	1.01
Dec 13, 2017	1.08	1.09	1.02	1.03
Dec 12, 2017	1.02	1.08	1.00	1.08
Dec 11, 2017	1.01	1.03	0.999950	1.02
Dec 10, 2017	1.02	1.04	0.971536	1.02
Dec 09, 2017	1.02	1.05	0.993560	1.02
Dec 08, 2017	1.04	1.06	0.986563	1.02
Dec 07, 2017	1.01	1.08	1.00	1.03
Dec 06, 2017	0.999760	1.02	0.995840	1.01
Dec 05, 2017	1.00	1.01	0.996458	1.00
Dec 04, 2017	1.00	1.01	0.992132	1.00
Dec 03, 2017	1.00	1.03	0.985320	1.00
Dec 02, 2017	1.01	1.02	0.995611	0.999654
Dec 01, 2017	1.01	1.02	0.993043	1.01
Nov 30, 2017	1.00	1.03	0.989319	1.01
Nov 29, 2017	1.00	1.05	0.955618	0.990606
Nov 28, 2017	1.00	1.01	0.996048	1.00
Nov 27, 2017	1.01	1.02	0.998126	1.00
Nov 26, 2017	1.00	1.02	1.00	1.01
Nov 25, 2017	1.00	1.01	0.995076	1.01
Nov 24, 2017	1.00	1.01	0.988004	1.00
Nov 23, 2017	0.998658	1.01	0.992239	0.994631
Nov 22, 2017	0.997427	1.00	0.992789	1.00
Nov 21, 2017	1.00	1.01	0.988572	0.996047
Nov 20, 2017	1.00	1.00	0.996538	1.00
Nov 19, 2017	1.00	1.01	0.996693	1.00
Nov 18, 2017	1.00	1.01	0.996340	1.00
Nov 17, 2017	0.995758	1.01	0.995758	1.00
Nov 16, 2017	1.01	1.01	0.993232	1.00
Nov 15, 2017	1.00	1.01	1.00	1.00
Nov 14, 2017	1.01	1.01	0.996898	1.01
Nov 13, 2017	1.00	1.03	0.975103	1.01
Nov 12, 2017	1.01	1.11	0.967601	1.01
Nov 11, 2017	1.01	1.03	0.995799	1.01
Nov 10, 2017	1.01	1.02	0.995486	1.01
Nov 09, 2017	1.01	1.01	0.996515	1.01
Nov 08, 2017	1.00	1.04	0.994842	1.01
Nov 07, 2017	0.999882	1.01	0.997083	1.01
Nov 06, 2017	1.00	1.01	0.993269	1.00
Nov 05, 2017	1.00	1.01	0.995977	0.998800
Nov 04, 2017	1.00	1.01	0.994864	1.00
Nov 03, 2017	0.999063	1.01	0.996363	1.01
Nov 02, 2017	0.999853	1.04	0.996339	1.00
