"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"06 FEB2009",1.2796,116.7000,1.5012,0.87060,10.5655,7.4516,8.7730,1.6001,1.9407,2.4684,0.8582,"_",28.0200,292.6000,4.5995,15.6466,"_","_",0.7035,4.2575,1.9558,62.0930,2.0891,3.4528,9.9228,1.9233,12.7049,1764.0600,8.7453,7.4045,15067.2900,4.6053,60.4000,46.4607,44.8180,18.3271,2.9229
"09 FEB2009",1.3008,119.2100,1.5060,0.87100,10.4375,7.4520,8.6620,1.5969,1.9257,2.4248,0.8681,"_",27.7990,287.9000,4.4835,15.6466,"_","_",0.7030,4.2444,1.9558,63.2190,2.0976,3.4528,10.0858,1.9436,12.4715,1798.2300,8.8894,7.4361,15303.9100,4.6731,61.1400,46.7135,45.5480,18.3674,2.9170
"10 FEB2009",1.2967,118.3900,1.5061,0.87710,10.5205,7.4526,8.6410,1.5866,1.9400,2.4176,0.8650,"_",28.0200,287.7000,4.4495,15.6466,"_","_",0.7031,4.2510,1.9558,63.1040,2.0990,3.4528,10.0521,1.9414,12.5682,1799.5600,8.8598,7.4380,15326.9900,4.6539,60.5400,46.4113,45.3810,18.4391,2.9208
"11 FEB2009",1.2938,116.5000,1.4972,0.90000,10.8175,7.4518,8.6900,1.6138,1.9745,2.4693,0.8645,"_",28.5750,295.9900,4.5848,15.6466,"_","_",0.7046,4.2875,1.9558,62.9560,2.1222,3.4528,10.0287,1.9517,12.8976,1802.6500,8.8409,7.4300,15331.5300,4.6632,60.8000,45.5500,45.3930,18.8571,2.9763
"12 FEB2009",1.2833,115.4600,1.4885,0.90300,10.7945,7.4524,8.8155,1.5994,1.9844,2.4738,0.8611,"_",28.6200,298.5500,4.6050,15.6466,"_","_",0.7066,4.2951,1.9558,62.3560,2.1249,3.4528,9.9479,1.9384,12.9636,1813.0500,8.7703,7.4660,15348.2700,4.6404,60.6000,44.6081,45.0630,18.7362,2.9468
"13 FEB2009",1.2823,117.5900,1.4931,0.88415,10.7455,7.4524,8.7190,1.5833,1.9404,2.4325,0.8599,"_",28.5600,298.2200,4.6430,15.6466,"_","_",0.7071,4.3005,1.9558,62.0950,2.1130,3.4528,9.9411,1.9334,12.7845,1801.3100,8.7626,7.4355,15195.2600,4.6221,60.3500,44.4395,44.9770,18.3946,2.9137
"16 FEB2009",1.2765,117.3300,1.4883,0.89450,10.9230,7.4525,8.7770,1.5912,1.9622,2.4638,0.8600,"_",29.1500,303.3500,4.7870,15.6466,"_","_",0.7084,4.3162,1.9558,62.0630,2.1248,3.4528,9.8979,1.9369,12.8193,1826.5800,8.7236,7.4047,15266.9400,4.6177,60.5900,44.9847,44.9140,18.6050,2.8958
"17 FEB2009",1.2634,116.2000,1.4813,0.88510,10.9780,7.4520,8.7940,1.5959,1.9750,2.4790,0.8546,"_",29.4900,307.1500,4.8795,15.6466,"_","_",0.7076,4.3050,1.9558,62.4560,2.1209,3.4528,9.7966,1.9275,12.8734,1850.8800,8.6410,7.4736,15539.8200,4.5994,60.4500,45.7558,44.5540,18.4469,2.9121
"18 FEB2009",1.2596,116.8300,1.4792,0.88460,11.1088,7.4513,8.8600,1.5882,1.9726,2.4691,0.8537,"_",28.8470,302.7200,4.7865,15.6466,"_","_",0.7073,4.2820,1.9558,62.5770,2.1338,3.4528,9.7680,1.9263,12.8353,1865.6900,8.6131,7.4323,15178.1800,4.6070,60.1100,45.3942,44.5460,18.4342,2.9330
"19 FEB2009",1.2705,118.9900,1.4922,0.88230,10.8987,7.4504,8.6790,1.5868,1.9597,2.4653,0.8596,"_",28.5870,300.3900,4.6749,15.6466,"_","_",0.7068,4.2733,1.9558,63.1250,2.1361,3.4528,9.8521,1.9389,12.6859,1874.2400,8.6844,7.4745,15347.6400,4.6437,60.8700,45.6970,45.1790,18.4667,2.9520
"20 FEB2009",1.2591,118.6200,1.4921,0.88100,11.0728,7.4501,8.7495,1.5911,1.9746,2.4957,0.8535,"_",28.8100,304.4500,4.7495,15.6466,"_","_",0.7063,4.2850,1.9558,62.4830,2.1585,3.4528,9.7631,1.9359,12.8400,1903.6700,8.6087,7.4726,15235.1100,4.6291,60.7600,45.5664,44.9940,18.5969,2.9970
"23 FEB2009",1.2798,121.0900,1.4908,0.87800,11.1350,7.4504,8.7190,1.6001,1.9796,2.4967,0.8622,"_",28.4510,297.0500,4.6435,15.6466,"_","_",0.7070,4.2822,1.9558,63.7660,2.1552,3.4528,9.9226,1.9537,12.7708,1910.8100,8.7487,7.4617,15255.2200,4.6783,61.3700,46.0205,45.5930,18.8611,3.0459
"24 FEB2009",1.2763,122.4000,1.4805,0.87970,11.3423,7.4498,8.7350,1.5996,1.9797,2.5072,0.8627,"_",28.3630,299.0500,4.6830,15.6466,"_","_",0.7071,4.2725,1.9558,63.7100,2.1675,3.4528,9.8956,1.9508,12.8660,1933.1900,8.7264,7.5050,15315.6000,4.6770,61.4500,45.9195,45.5650,19.0488,3.0558
"25 FEB2009",1.2795,123.7600,1.4848,0.88840,11.3060,7.4495,8.7460,1.5947,1.9685,2.4847,0.8668,"_",28.3500,299.6300,4.6515,15.6466,"_","_",0.7093,4.2823,1.9558,63.7700,2.1605,3.4528,9.9210,1.9534,12.7223,1938.0300,8.7485,7.3924,15385.9900,4.6951,61.6100,45.8005,45.7740,18.9687,3.0503
"26 FEB2009",1.2782,125.3300,1.4848,0.89130,11.3175,7.4499,8.7780,1.5885,1.9590,2.4953,0.8679,"_",28.3330,300.0200,4.6960,15.6466,"_","_",0.7094,4.2904,1.9558,64.4150,2.1580,3.4528,9.9108,1.9633,12.6350,1931.7500,8.7429,7.3860,15386.9700,4.6916,61.9000,45.5350,45.9390,19.0420,3.0144
"27 FEB2009",1.2644,123.2300,1.4841,0.89310,11.4524,7.4504,8.8860,1.5985,1.9891,2.5275,0.8617,"_",28.0900,300.4600,4.7030,15.6466,"_","_",0.7095,4.3025,1.9558,64.5730,2.1558,3.4528,9.8053,1.9559,12.8146,1950.9100,8.6482,7.4334,15147.5100,4.6852,61.5800,45.4977,45.7140,19.1416,3.0093
"02 MAR2009",1.2596,122.5200,1.4809,0.89330,11.5755,7.4512,9.0280,1.6229,1.9869,2.5511,0.8593,"_",28.2910,307.0300,4.7500,15.6466,"_","_",0.7095,4.3028,1.9558,65.3540,2.1752,3.4528,9.7701,1.9587,13.0664,1993.9500,8.6230,7.3759,15215.9700,4.6958,61.7400,45.5782,45.6610,19.3739,3.0409
"03 MAR2009",1.2615,123.6400,1.4826,0.89575,11.4853,7.4510,9.0125,1.6219,1.9619,2.5303,0.8623,"_",27.9610,306.8400,4.7350,15.6466,"_","_",0.7087,4.2990,1.9558,65.5600,2.1802,3.4528,9.7866,1.9550,13.2300,1968.4400,8.6303,7.3747,15131.6900,4.6795,61.5600,45.7697,45.6030,19.2631,3.0468
"04 MAR2009",1.2555,124.6700,1.4782,0.89020,11.5175,7.4506,8.9400,1.6156,1.9570,2.5080,0.8611,"_",27.7360,310.0500,4.7140,15.6466,"_","_",0.7075,4.2895,1.9558,64.7020,2.1708,3.4528,9.7421,1.9443,13.1435,1940.3100,8.5915,7.4230,15153.8900,4.6623,60.9500,45.2445,45.3110,19.1181,3.0172
"05 MAR2009",1.2555,124.7100,1.4765,0.89030,11.4825,7.4506,8.9060,1.6139,1.9573,2.5065,0.8600,"_",27.7440,311.6300,4.7225,15.6466,"_","_",0.7071,4.2793,1.9558,64.9970,2.2080,3.4528,9.7405,1.9531,13.2079,1963.6000,8.5885,7.4211,15222.9400,4.6799,60.9200,45.0615,45.4680,19.1903,2.9954
"06 MAR2009",1.2658,122.5300,1.4637,0.89000,11.7135,7.4505,8.9530,1.6258,1.9783,2.5134,0.8612,"_",28.0380,316.5000,4.7311,15.6466,"_","_",0.7076,4.2915,1.9558,65.4360,2.2650,3.4528,9.8175,1.9562,13.3247,1958.5500,8.6581,7.4224,15303.5200,4.7056,61.2300,45.2865,45.6750,19.3799,3.0244
"09 MAR2009",1.2565,124.4000,1.4669,0.91140,11.5655,7.4509,8.9740,1.6405,1.9883,2.5399,0.8612,"_",27.6400,310.6000,4.7460,15.6466,"_","_",0.7073,4.2958,1.9558,65.1750,2.2826,3.4528,9.7455,1.9504,13.3742,1958.5500,8.5945,7.4498,15090.5700,4.6710,60.9500,44.7910,45.4350,19.2596,2.9981
"10 MAR2009",1.2783,125.4500,1.4667,0.92290,11.4625,7.4502,8.9360,1.6349,1.9842,2.5472,0.8724,"_",27.2130,305.9900,4.6953,15.6466,"_","_",0.7071,4.2917,1.9558,65.9090,2.2793,3.4528,9.9144,1.9615,13.2937,1940.5900,8.7451,7.4391,15269.2900,4.7201,61.6900,44.7625,46.0250,19.6603,3.0203
"11 MAR2009",1.2786,125.3500,1.4772,0.92550,11.2475,7.4498,8.8320,1.6325,1.9657,2.5266,0.8715,"_",26.9630,300.2600,4.5905,15.6466,"_","_",0.7074,4.2815,1.9558,65.4130,2.2140,3.4528,9.9165,1.9600,13.0033,1889.7700,8.7461,7.4210,15375.1700,4.7263,61.7600,44.7644,45.9940,19.4155,2.9740
"12 MAR2009",1.2782,124.3000,1.5225,0.93080,11.2122,7.4526,8.8920,1.6460,1.9785,2.4984,0.8681,"_",27.0150,302.2500,4.6040,15.6466,"_","_",0.7070,4.2853,1.9558,66.3260,2.2284,3.4528,9.9120,1.9553,12.9469,1916.3000,8.7414,7.4404,15427.8700,4.7198,62.0600,44.9973,45.9800,19.2753,2.9724
"13 MAR2009",1.2905,127.0300,1.5360,0.92200,11.1025,7.4540,8.8230,1.6413,1.9587,2.4607,0.8754,"_",26.6010,297.7100,4.4905,15.6466,"_","_",0.7072,4.2797,1.9558,66.4540,2.2032,3.4528,10.0054,1.9899,12.8276,1914.3900,8.8244,7.4520,15453.7400,4.7819,62.5200,44.7265,46.4130,18.9445,2.9589
"16 MAR2009",1.3042,128.5100,1.5421,0.92055,10.9869,7.4563,8.7650,1.6534,1.9679,2.4568,0.8806,"_",26.5230,295.5300,4.4330,15.6466,"_","_",0.7075,4.2860,1.9558,67.0360,2.2067,3.4528,10.1109,1.9972,12.9043,1852.7900,8.9183,7.4347,15585.1900,4.7897,63.0500,45.1465,46.7100,18.7348,2.9706
"17 MAR2009",1.2942,128.1000,1.5327,0.92650,11.0265,7.4544,8.8315,1.6495,1.9624,2.4410,0.8760,"_",26.5130,299.6800,4.4900,15.6466,"_","_",0.7075,4.2968,1.9558,66.5350,2.2111,3.4528,10.0327,1.9839,12.9218,1835.1400,8.8487,7.4543,15530.4000,4.7562,62.4100,44.7465,46.3650,18.3950,2.9523
"18 MAR2009",1.3130,128.9400,1.5332,0.93910,10.9630,7.4508,8.8090,1.6563,1.9840,2.4753,0.8882,"_",26.9880,301.7000,4.5427,15.6466,"_","_",0.7075,4.2965,1.9558,67.3440,2.2459,3.4528,10.1787,2.0004,12.9205,1859.6000,8.9740,7.4395,15677.2200,4.8351,63.4800,45.1795,47.0250,18.5133,2.9982
"19 MAR2009",1.3671,129.6700,1.5385,0.94050,10.8663,7.4514,8.6450,1.6732,1.9771,2.4601,0.9022,"_",26.7790,298.5000,4.5410,15.6466,"_","_",0.7080,4.3003,1.9558,68.7790,2.3047,3.4528,10.5972,2.0589,13.0797,1897.9400,9.3352,7.4555,16357.3500,4.9933,65.8300,45.6515,48.4300,18.8722,3.0624
"20 MAR2009",1.3549,129.8700,1.5291,0.93950,11.0560,7.4515,8.6500,1.6770,1.9685,2.4240,0.8966,"_",26.6280,298.3600,4.5662,15.6466,"_","_",0.7083,4.2972,1.9558,68.5170,2.2872,3.4528,10.5008,2.0535,13.0680,1901.8100,9.2509,7.4511,15974.2700,4.9352,65.3600,45.4920,47.8480,19.1995,3.0519
"23 MAR2009",1.3558,131.1200,1.5301,0.92945,11.0760,7.4506,8.6345,1.6753,1.9475,2.3938,0.8963,"_",26.8200,304.1500,4.5703,15.6466,"_","_",0.7093,4.2940,1.9558,68.3040,2.2674,3.4528,10.5054,2.0493,12.8424,1887.5200,9.2623,7.4667,15693.3900,4.9381,65.0600,45.2775,47.8970,19.1710,3.0522
"24 MAR2009",1.3507,132.6800,1.5267,0.92060,10.9165,7.4495,8.6365,1.6560,1.9341,2.3877,0.8965,"_",27.0150,300.8500,4.5504,15.6466,"_","_",0.7097,4.2953,1.9558,68.5080,2.2415,3.4528,10.4679,2.0427,12.7911,1869.8000,9.2247,7.4484,15397.9800,4.8970,64.9600,45.2115,47.8220,19.3636,3.0581
"25 MAR2009",1.3494,132.2400,1.5230,0.92425,10.9565,7.4486,8.7275,1.6598,1.9310,2.3847,0.8963,"_",27.2900,300.2200,4.5600,15.6466,"_","_",0.7095,4.2811,1.9558,68.3740,2.2433,3.4528,10.4580,2.0376,12.8317,1837.6800,9.2176,7.4750,15754.2500,4.8956,64.8800,45.4110,47.8900,19.3909,3.0442
"26 MAR2009",1.3607,133.6300,1.5266,0.93160,10.8765,7.4488,8.8175,1.6707,1.9349,2.3497,0.9019,"_",27.2330,302.0000,4.5675,15.6466,"_","_",0.7095,4.2655,1.9558,68.2460,2.2550,3.4528,10.4579,2.0349,12.7498,1810.7500,9.2191,7.4682,15797.7300,4.8909,65.5300,45.4005,47.6270,19.2525,3.0426
"27 MAR2009",1.3295,129.9100,1.5189,0.92850,10.8935,7.4490,8.8000,1.6446,1.9230,2.3312,0.8890,"_",27.2250,304.3700,4.6483,15.6466,"_","_",0.7096,4.2515,1.9558,67.3330,2.2222,3.4528,10.3041,2.0160,12.7300,1792.4100,9.0838,7.4705,15285.2600,4.8061,64.0800,44.7692,47.0240,19.1149,3.0178
"30 MAR2009",1.3193,127.9300,1.5159,0.92910,10.9662,7.4488,8.9510,1.6533,1.9386,2.3448,0.8854,"_",27.4690,308.6500,4.7260,15.6466,"_","_",0.7096,4.2238,1.9558,67.9640,2.2352,3.4528,10.2250,2.0055,12.8433,1848.0400,9.0893,7.4850,15244.5100,4.8560,63.9800,44.8913,47.2570,19.1611,3.0608
"31 MAR2009",1.3308,131.1700,1.5152,0.93080,10.9400,7.4482,8.8900,1.6685,1.9216,2.3288,0.8911,"_",27.3880,308.1800,4.6885,15.6466,"_","_",0.7096,4.2385,1.9558,67.3920,2.2212,3.4528,10.3140,2.0234,12.6140,1840.6300,9.0942,7.4769,15570.3600,4.8514,64.3200,45.0320,47.2230,18.7623,3.0767
"01 ABR2009",1.3246,130.8600,1.5106,0.92060,10.9303,7.4482,8.8850,1.6764,1.9081,2.3525,0.8881,"_",27.1510,304.8100,4.5540,15.6466,"_","_",0.7092,4.2282,1.9558,66.9850,2.1782,3.4528,10.2665,2.0161,12.4590,1817.2800,9.0527,7.4630,15471.3300,4.8315,63.9300,44.8790,47.0430,18.5914,3.0572
"02 ABR2009",1.3392,133.4800,1.5260,0.91290,10.8215,7.4509,8.8480,1.6725,1.8797,2.3258,0.8948,"_",26.8880,298.6500,4.4920,15.6466,"_","_",0.7094,4.2237,1.9558,67.4290,2.1665,3.4528,10.3789,2.0143,12.3960,1781.8100,9.1533,7.4707,15374.0200,4.8178,64.2100,44.8330,47.3210,18.4274,3.0049
"03 ABR2009",1.3425,134.0800,1.5236,0.90930,10.7751,7.4482,8.7975,1.6664,1.8813,2.2968,0.8949,"_",26.5930,295.5800,4.4541,15.6466,"_","_",0.7095,4.1755,1.9558,67.2320,2.1447,3.4528,10.4045,2.0203,12.3201,1797.0000,9.1757,7.4334,15382.3700,4.8062,64.2500,44.8257,47.5450,18.4493,2.9816
"06 ABR2009",1.3496,136.0200,1.5247,0.90520,10.7400,7.4485,8.7850,1.6656,1.8954,2.2923,0.8979,"_",26.5580,294.3000,4.4373,15.6466,"_","_",0.7092,4.1538,1.9558,67.4800,2.1230,3.4528,10.4611,2.0316,12.1319,1767.0000,9.2242,7.4364,15284.2200,4.7999,64.4600,44.7815,47.6070,18.2000,2.9853
"07 ABR2009",1.3255,132.8000,1.5169,0.90505,10.8780,7.4486,8.8085,1.6501,1.8715,2.2998,0.8891,"_",26.5690,296.8000,4.4963,15.6466,"_","_",0.7094,4.1655,1.9558,66.3020,2.1380,3.4528,10.2738,2.0064,12.1835,1747.6700,9.0622,7.4310,15077.5600,4.7619,63.3300,44.4790,47.0250,18.2323,2.9704
"08 ABR2009",1.3231,132.3700,1.5170,0.89935,10.8975,7.4509,8.8960,1.6340,1.8644,2.2963,0.8867,"_",26.5930,296.8800,4.4785,15.6466,"_","_",0.7093,4.1831,1.9558,66.4060,2.1143,3.4528,10.2546,2.0064,12.1650,1783.3400,9.0446,7.4216,14988.0800,4.8035,63.3400,44.6317,46.8840,17.8023,2.9241
"09 ABR2009",1.3273,133.0500,1.5260,0.90440,10.8590,7.4504,8.7930,1.6328,1.8595,2.2875,0.8892,"_",26.5100,289.8500,4.4285,15.6466,"_","_",0.7093,4.1470,1.9558,66.3450,2.0900,3.4528,10.2872,2.0111,12.0532,1759.5100,9.0717,7.3970,15098.0400,4.7869,63.6300,44.5043,47.0460,17.5900,2.9044
"10 ABR2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"13 ABR2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"14 ABR2009",1.3276,132.5700,1.5151,0.89150,10.8460,7.4493,8.7880,1.6117,1.8221,2.2546,0.8877,"_",26.5710,289.5000,4.3480,15.6466,"_","_",0.7092,4.1545,1.9558,65.8160,2.0856,3.4528,10.2891,1.9904,11.9557,1755.5900,9.0702,7.3808,14470.8400,4.7614,63.0800,44.3217,46.9840,17.3650,2.8859
"15 ABR2009",1.3173,130.7000,1.5100,0.88210,10.8650,7.4498,8.8405,1.6004,1.8352,2.2912,0.8798,"_",26.8830,290.7900,4.3005,15.6466,"_","_",0.7092,4.1935,1.9558,65.4370,2.1162,3.4528,10.2094,1.9810,12.1509,1757.2800,9.0001,7.3767,14351.9800,4.7522,62.7900,44.1005,46.7580,17.4346,2.9223
"16 ABR2009",1.3196,130.5000,1.5127,0.88560,10.9340,7.4488,8.8370,1.5874,1.8315,2.3137,0.8846,"_",26.9200,293.3400,4.2910,15.6466,"_","_",0.7095,4.2128,1.9558,65.6600,2.1164,3.4528,10.2273,1.9757,11.9100,1761.1000,9.0163,7.3733,14119.7200,4.7492,62.8100,44.0470,46.6810,17.1911,2.8771
"17 ABR2009",1.3058,129.6700,1.5218,0.88280,11.0405,7.4492,8.7440,1.5815,1.8125,2.2891,0.8783,"_",26.7970,293.8500,4.2925,15.6466,"_","_",0.7092,4.2149,1.9558,65.1070,2.1052,3.4528,10.1202,1.9603,11.6983,1734.1000,8.9220,7.3843,14037.3500,4.7224,62.3700,43.6835,46.3170,17.0616,2.8366
"20 ABR2009",1.2966,127.8000,1.5174,0.88960,11.1180,7.4494,8.7925,1.5985,1.8386,2.3149,0.8752,"_",27.0180,299.2000,4.3758,15.6466,"_","_",0.7092,4.2353,1.9558,65.0630,2.1251,3.4528,10.0491,1.9562,11.7710,1730.5000,8.8604,7.4049,13925.4800,4.7099,62.3000,43.7864,46.1270,17.2318,2.8761
"21 ABR2009",1.2932,126.8200,1.5114,0.88860,11.1760,7.4492,8.7940,1.6051,1.8509,2.3347,0.8731,"_",27.0350,300.3500,4.4177,15.6466,"_","_",0.7093,4.2438,1.9558,65.2710,2.1511,3.4528,10.0223,1.9493,11.8312,1744.0000,8.8354,7.3839,14063.5500,4.7131,62.7000,44.1807,45.9860,17.3677,2.9052
"22 ABR2009",1.2947,126.8500,1.5121,0.88820,11.0375,7.4486,8.7605,1.6106,1.8370,2.3269,0.8732,"_",27.0730,298.0000,4.4140,15.6466,"_","_",0.7094,4.2408,1.9558,65.1620,2.1314,3.4528,10.0340,1.9509,11.5940,1747.8500,8.8428,7.4245,14112.2300,4.7185,63.0330,43.9595,46.0460,17.0480,2.8866
"23 ABR2009",1.3050,128.2800,1.5130,0.89680,10.9158,7.4494,8.6900,1.6108,1.8304,2.3258,0.8786,"_",26.8310,296.8100,4.4355,15.6466,"_","_",0.7092,4.2438,1.9558,65.1650,2.1350,3.4528,10.1138,1.9594,11.6328,1759.2700,8.9130,7.4300,14257.1300,4.7274,63.2800,43.9370,46.3210,17.2423,2.8727
"24 ABR2009",1.3232,128.3000,1.5102,0.90600,10.8310,7.4492,8.6900,1.6121,1.8402,2.3294,0.8840,"_",26.7360,295.8200,4.4886,15.6466,"_","_",0.7092,4.2367,1.9558,65.8620,2.1362,3.4528,10.2548,1.9693,11.7136,1772.0300,9.0339,7.4241,14290.5600,4.7443,63.8740,43.9910,46.8350,17.3372,2.9014
"27 ABR2009",1.3125,126.8200,1.5078,0.90075,10.7273,7.4488,8.7630,1.5953,1.8397,2.3234,0.8794,"_",26.6360,295.7900,4.5866,15.6466,"_","_",0.7093,4.2233,1.9558,65.9500,2.1355,3.4528,10.1719,1.9637,11.5812,1761.0000,8.9610,7.4346,14207.8100,4.7211,63.7340,43.8650,46.5280,17.9944,2.9121
"28 ABR2009",1.2992,125.0800,1.5038,0.89035,10.7475,7.4485,8.7640,1.5918,1.8511,2.3310,0.8731,"_",26.7230,295.9500,4.5470,15.6466,"_","_",0.7093,4.2283,1.9558,65.6320,2.1292,3.4528,10.0690,1.9504,11.4661,1757.7500,8.8692,7.4403,14135.3000,4.7122,63.4850,43.6710,46.0500,18.2830,2.9081
"29 ABR2009",1.3266,128.5300,1.5064,0.89875,10.7597,7.4483,8.7320,1.5942,1.8434,2.3233,0.8854,"_",26.6900,289.2000,4.4140,15.6466,"_","_",0.7092,4.1883,1.9558,66.3760,2.1182,3.4528,10.2816,1.9708,11.3115,1771.8500,9.0547,7.4225,14333.9100,4.7592,64.7130,43.9300,46.9150,18.1459,2.8973
"30 ABR2009",1.3275,130.3400,1.5066,0.89335,10.6915,7.4484,8.7245,1.5786,1.8146,2.3378,0.8863,"_",26.7010,289.7300,4.3993,15.6466,"_","_",0.7093,4.1892,1.9558,66.2620,2.1145,3.4528,10.2881,1.9620,11.2426,1696.8800,9.0575,7.4101,14071.5000,4.7259,63.9240,43.8630,46.8080,18.2950,2.8850
"01 MAY2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"04 MAY2009",1.3223,131.5200,1.5093,0.88970,10.6665,7.4483,8.6900,1.5681,1.8030,2.3137,0.8810,"_",26.6370,288.2300,4.4070,15.6466,"_","_",0.7092,4.1916,1.9558,65.9960,2.1045,3.4528,10.2480,1.9619,11.0624,1677.2100,9.0221,7.4135,13897.6300,4.6697,63.5740,43.7095,46.5850,18.2134,2.8605
"05 MAY2009",1.3403,132.5900,1.5113,0.88590,10.5865,7.4482,8.6870,1.5669,1.7998,2.2994,0.8917,"_",26.4780,283.2600,4.3483,15.6466,"_","_",0.7094,4.1632,1.9558,66.0770,2.0918,3.4528,10.3873,1.9713,11.1356,1700.3000,9.1407,7.3979,14106.6600,4.7045,64.0510,43.9435,47.0580,17.7590,2.8339
"06 MAY2009",1.3322,131.1700,1.5089,0.88610,10.6160,7.4485,8.7350,1.5689,1.7917,2.2857,0.8874,"_",26.8050,285.8300,4.4135,15.6466,"_","_",0.7093,4.1592,1.9558,66.0640,2.0930,3.4528,10.3245,1.9651,11.3237,1702.9500,9.0877,7.3744,13885.5200,4.7073,63.5150,43.7360,46.8570,17.6967,2.8549
"07 MAY2009",1.3363,132.7200,1.5166,0.88470,10.4770,7.4487,8.6200,1.5569,1.7591,2.2385,0.8906,"_",26.4630,276.6000,4.3038,15.6466,"_","_",0.7091,4.1180,1.9558,65.6120,2.0601,3.4528,10.3566,1.9591,11.1581,1681.3400,9.1160,7.3629,13891.4500,4.7098,63.1520,43.6295,46.6300,17.3576,2.8060
"08 MAY2009",1.3425,133.3600,1.5142,0.89070,10.5120,7.4486,8.6415,1.5582,1.7702,2.2531,0.8936,"_",26.6500,277.7500,4.3510,15.6466,"_","_",0.7091,4.1335,1.9558,66.1620,2.0833,3.4528,10.4044,1.9676,11.2542,1668.5300,9.1583,7.3582,13915.0100,4.7216,63.1850,43.5980,46.8000,17.5465,2.8066
"11 MAY2009",1.3574,132.8200,1.5057,0.89860,10.5205,7.4490,8.7020,1.5676,1.7835,2.2537,0.8968,"_",26.7670,277.4500,4.3820,15.6466,"_","_",0.7092,4.1599,1.9558,67.2050,2.1136,3.4528,10.5198,1.9835,11.4055,1674.7000,9.2615,7.3562,14114.8200,4.7733,64.0980,43.8726,46.9800,17.8577,2.8151
"12 MAY2009",1.3683,132.9000,1.5088,0.89340,10.6218,7.4485,8.7510,1.5865,1.7858,2.2555,0.9013,"_",26.7440,278.7800,4.3860,15.6466,"_","_",0.7091,4.1533,1.9558,67.4810,2.1349,3.4528,10.6045,1.9923,11.5129,1694.6000,9.3340,7.3510,14171.3600,4.8062,64.4430,43.8935,47.2820,18.0274,2.8039
"13 MAY2009",1.3623,130.9000,1.5054,0.89980,10.6525,7.4474,8.8400,1.5832,1.7883,2.2749,0.8959,"_",26.7850,281.4400,4.4118,15.6466,"_","_",0.7093,4.1668,1.9558,67.7200,2.1254,3.4528,10.5584,1.9943,11.4978,1689.2300,9.2942,7.3476,14094.9600,4.8028,64.3760,43.5957,47.0400,18.1731,2.8369
"14 MAY2009",1.3563,129.4100,1.5053,0.89810,10.7710,7.4477,8.8320,1.5971,1.8115,2.3066,0.8940,"_",26.9400,289.7300,4.4875,15.6466,"_","_",0.7093,4.1945,1.9558,67.4220,2.1431,3.4528,10.5116,1.9891,11.7049,1713.2300,9.2567,7.3593,14092.1700,4.8115,64.7060,43.7155,46.9080,18.0502,2.8759
"15 MAY2009",1.3518,128.6700,1.5023,0.89050,10.6372,7.4465,8.8170,1.5894,1.7924,2.3000,0.8903,"_",27.0280,289.4000,4.4795,15.6466,"_","_",0.7095,4.2000,1.9558,66.7690,2.1249,3.4528,10.4783,1.9852,11.6846,1693.5500,9.2271,7.4026,14106.1000,4.7982,64.3130,43.5280,46.7180,17.9411,2.8330
"18 MAY2009",1.3494,129.2800,1.5115,0.88250,10.6049,7.4455,8.7785,1.5779,1.7776,2.2861,0.8912,"_",26.9200,284.1500,4.4680,15.6466,"_","_",0.7091,4.1735,1.9558,64.6230,2.0981,3.4528,10.4609,1.9803,11.6534,1694.4300,9.2124,7.3785,14006.0400,4.7964,64.0450,43.3415,46.6350,17.8339,2.8217
"19 MAY2009",1.3612,130.9100,1.5146,0.87940,10.4705,7.4465,8.7450,1.5754,1.7563,2.2512,0.8944,"_",26.6690,278.1800,4.3770,15.6466,"_","_",0.7091,4.1655,1.9558,65.0450,2.0923,3.4528,10.5513,1.9914,11.5437,1695.4500,9.2896,7.3600,13946.3000,4.8057,64.1690,43.3374,46.8390,17.5799,2.7959
